Date,Issuer,Symbol,Lead/Joint-Lead Manager,Offer Price,Opening Price,1st Day Close,1st Day % Px Chng ,$ Chg Opening,$ Chg Close,Star Ratings,Performed
2014/6/20,Kite Pharma  ,KITE,Jefferies/ Credit Suisse/ Cowen and Company,$17.00 ,$25.45 ,$29.00 ,70.59%,$8.45 ,$12.00 ,3,
2014/6/24,Xunlei Limited ,XNET,J.P. Morgan/ Citigroup,$12.00 ,$14.21 ,$14.90 ,24.17%,$2.21 ,$2.90 ,3,
2014/6/25,Adeptus Health  ,ADPT,Deutsche Bank Securities/ Goldman Sachs,$22.00 ,$25.16 ,$25.75 ,17.05%,$3.16 ,$3.75 ,2,
2014/6/25,Imprivata  ,IMPR,J.P. Morgan/ Piper Jaffray,$15.00 ,$17.00 ,$16.25 ,8.33%,$2.00 ,$1.25 ,3,
2014/6/25,Materialise NV ,MTLS,Piper Jaffray/ Credit Suisse,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,3,Missed
2014/6/25,Amphastar Pharmaceuticals  ,AMPH,Jefferies/ BMO Capital Markets/ Piper Jaffray,$7.00 ,$7.00 ,$8.75 ,25.00%,$0.00 ,$1.75 ,2,
2014/6/26,Garnero Group Acquisition ,GGACU,EarlyBirdCapital,$10.00 ,$10.03 ,$10.01 ,0.10%,$0.03 ,$0.01 ,1,
2014/6/26,GoPro   ,GPRO,J.P. Morgan/ Citigroup/ Barclays,$24.00 ,$28.65 ,$31.34 ,30.58%,$4.65 ,$7.34 ,3,
2014/6/26,ServiceMaster Global Holdings , SERV,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ Morgan Stanley,$17.00 ,$17.45 ,$17.95 ,5.59%,$0.45 ,$0.95 ,1,
2014/6/26,TCP International Holdings Ltd.  ,TCPI,Deutsche Bank Securities/ Piper Jaffray,$11.00 ,$11.00 ,$10.43 ,-5.18%,$0.00 ,($0.57),1,
2014/6/27,Michaels Companies  (The) ,MIK,J.P. Morgan/ Goldman Sachs/ Barclays/ Deutsche Bank Securities,$17.00 ,$17.00 ,$17.02 ,0.12%,$0.00 ,$0.02 ,1,
2014/6/27,"NextEra Energy Partners, LP  ",NEP,BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley,$25.00 ,$32.55 ,$32.00 ,28.00%,$7.55 ,$7.00 ,3,
2014/7/1,Investar Holding  ,ISTR,Sandler O¡¯Neill + Partners/ Sterne Agee,$14.00 ,$14.23 ,$14.20 ,1.43%,$0.23 ,$0.20 ,1,
2014/7/1,Minerva Neurosciences ,NERV,Jefferies,$6.00 ,$6.00 ,$6.05 ,0.83%,$0.00 ,$0.05 ,1,
2014/7/2,GlobeImmune  ,GBIM,Aegis Capital Corp.,$10.00 ,$11.00 ,$11.05 ,10.50%,$1.00 ,$1.05 ,1,
2014/7/16,1347 Capital Corp. ,TFSCU,EarlyBirdCapital,$10.00 ,$10.00 ,$10.03 ,0.30%,$0.00 ,$0.03 ,1,
2014/7/16,iRadimed  ,IRMD,Roth Capital Partners,$6.25 ,$10.00 ,$9.90 ,58.40%,$3.75 ,$3.65 ,1,Missed
2014/7/17,CareDx  ,CDNA,Piper Jaffray/ Leerink Partners/ Raymond James/ Mizuho Securities,$10.00 ,$9.50 ,$9.05 ,-9.50%,($0.50),($0.95),1,
2014/7/17,Roka Bioscience  ,ROKA,BofA Merrill Lynch/ Leerink Partners,$12.00 ,$12.00 ,$12.00 ,0.00%,$0.00 ,$0.00 ,1,
2014/7/17,Terrapin 3 Acquisition ,TRTLU,Deutsche Bank Securities,$10.00 ,$10.00 ,$10.01 ,0.10%,$0.00 ,$0.01 ,1,
2014/7/18,Globant S.A.  ,GLOB,J.P. Morgan/ Citigroup/ Credit Suisse,$10.00 ,$12.95 ,$11.25 ,12.50%,$2.95 ,$1.25 ,1,
2014/7/18,Sage Therapeutics ,SAGE,J.P. Morgan/ Goldman Sachs,$18.00 ,$27.00 ,$30.10 ,67.22%,$9.00 ,$12.10 ,3,
2014/7/18,TerraForm Power ,TERP,Goldman Sachs/Barclays/ Citigroup/J.P. Morgan/ Macquarie Capital,$25.00 ,$33.35 ,$33.09 ,32.36%,$8.35 ,$8.09 ,3,
2014/7/18,Trupanion ,TRUP,RBC Capital Markets/ Barclays/ Stifel,$10.00 ,$11.25 ,$11.40 ,14.00%,$1.25 ,$1.40 ,1,
2014/7/18,TubeMogul ,TUBE,BofA Merrill Lynch/ Citigroup/ RBC Capital Markets,$7.00 ,$9.00 ,$11.50 ,64.29%,$2.00 ,$4.50 ,1,
2014/7/23,Medical Transcription Billing  ,MTBC,Chardan Capital Markets/ Aegis Capital Corp/ Summer Street Research Partners,$5.00 ,$5.00 ,$4.28 ,-14.40%,$0.00 ,($0.72),1,
2014/7/24,Immune Design ,IMDZ,Jefferies/ Leerink Partners,$12.00 ,$12.41 ,$12.05 ,0.42%,$0.41 ,$0.05 ,1,
2014/7/24,Intersect ENT ,XENT,J.P. Morgan/ Piper Jaffray,$11.00 ,$13.20 ,$12.92 ,17.45%,$2.20 ,$1.92 ,1,
2014/7/24,Pfenex  ,PFNX,William Blair/ JMP Securities,$6.00 ,$6.00 ,$5.30 ,-11.67%,$0.00 ,($0.70),1,
2014/7/24,Townsquare Media ,TSQ,BofA Merrill Lynch/ Jefferies/ RBC Capital Markets,$11.00 ,$10.74 ,$10.25 ,-6.82%,($0.26),($0.75),1,
2014/7/25,Advanced Drainage Systems  (WMS),WMS,Barclays/ Deutsche Bank Securities,$16.00 ,$16.05 ,$16.15 ,0.94%,$0.05 ,$0.15 ,1,
2014/7/25,El Pollo Loco Holdings  ,LOCO,Jefferies/ Morgan Stanley/ Baird,$15.00 ,$19.00 ,$24.03 ,60.20%,$4.00 ,$9.03 ,3,
2014/7/25,Innocoll GmbH   ,INNL,Piper/Jaffray Stifel,$9.00 ,$9.00 ,$9.00 ,0.00%,$0.00 ,$0.00 ,1,
2014/7/25,Ocular Therapeutix  ,OCUL,Morgan Stanley/ Cowen and Company/ RBC Capital Markets,$13.00 ,$13.00 ,$13.50 ,3.85%,$0.00 ,$0.50 ,1,
2014/7/25,Orion Engineered Carbons S.a r.l. ,OEC,Morgan Stanley/ Goldman Sachs,$18.00 ,$17.80 ,$17.75 ,-1.39%,($0.20),($0.25),1,
2014/7/29,ContraFect ,CFRXU,Maxim Group LLC,$6.00 ,$7.15 ,$6.45 ,7.50%,$1.15 ,$0.45 ,1,
2014/7/29,Spark Energy ,SPKE,Baird/ Stifel,$18.00 ,$18.00 ,$17.87 ,-0.72%,$0.00 ,($0.13),1,Missed
2014/7/29,Tekla Healthcare Opportunities Fund  ,THQ,Wells Fargo Securities/ Morgan Stanley/ UBS Investment Bank/ Raymond James/ Ameriprise Financial Services,$20.00 ,$20.00 ,$20.00 ,0.00%,$0.00 ,$0.00 ,1,
2014/7/30,Westlake Chemical Partners  (WLKP),WLKP,Barclays/ UBS Investment Bank/ BofA Merrill Lynch/ Deutsche Bank Securities/ Morgan Stanley,$24.00 ,$30.28 ,$30.78 ,28.25%,$6.28 ,$6.78 ,3,
2014/7/31,Avalanche Biotechnologies ,AAVL,Jefferies/ Cowen and Company/ Piper Jaffray,$17.00 ,$25.00 ,$27.99 ,64.65%,$8.00 ,$10.99 ,3,
2014/7/31,Bio Blast Pharma Ltd. ,ORPN,Oppenheimer/ Roth Capital Partners ,$11.00 ,$10.90 ,$8.40 ,-23.64%,($0.10),($2.60),1,
2014/7/31,Catalent ,CTLT,Morgan Stanley/ J.P. Morgan,$20.50 ,$20.00 ,$19.99 ,-2.49%,($0.50),($0.51),2,Missed
2014/7/31,HealthEquity  ,HQY,J.P. Morgan/ Wells Fargo Securities,$14.00 ,$20.00 ,$17.60 ,25.71%,$6.00 ,$3.60 ,3,
2014/7/31,Macrocure ,MCUR,Credit Suisse/ Jefferies,$10.00 ,$9.00 ,$7.25 ,-27.50%,($1.00),($2.75),1,
2014/7/31,Marinus Pharmaceuticals   ,MRNS,Stifel/ JMP Securities,$8.00 ,$8.01 ,$8.00 ,0.00%,$0.01 ,$0.00 ,1,
2014/7/31,Synchrony Financial   ,SYF,Goldman Sachs/ J.P. Morgan/ Citigroup/ Morgan Stanley/ Barclays/ BofA Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities,$23.00 ,$23.00 ,$23.00 ,0.00%,$0.00 ,$0.00 ,1,
2014/7/31,Transocean Partners  ,RIGP,Morgan Stanley/ Barclay/ Citigroup/ J.P. Morgan/ Wells Fargo Securities,$22.00 ,$22.00 ,$24.30 ,10.45%,$0.00 ,$2.30 ,3,
2014/7/31,Vascular Biogenics   ,VBLX,Deutsche Bank Securities/ Wells Fargo Securities,$12.00 ,$11.00 ,$10.25 ,-14.58%,($1.00),($1.75),1,
2014/8/1,FCB Financial Holdings ,FCB,Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch,$22.00 ,$20.50 ,$20.94 ,-4.82%,($1.50),($1.06),1,
2014/8/1,Loxo Oncology,LOXO,Cowen and Company/ Stifel,$13.00 ,$13.00 ,$13.00 ,0.00%,$0.00 ,$0.00 ,2,Missed
2014/8/1,Mobileye N.V.  ,MBLY,Goldman Sachs/ Morgan Stanley,$25.00 ,$36.00 ,$37.00 ,48.00%,$11.00 ,$12.00 ,3,
2014/8/1,VTTI Energy Partners LP  ,VTTI,Citigroup/ J.P. Morgan,$21.00 ,$21.00 ,$22.10 ,5.24%,$0.00 ,$1.10 ,3,
2014/8/6,Auris Medical Holding AG  ,EARS,Jefferies/ Leerink Partners,$6.00 ,$6.10 ,$6.00 ,0.00%,$0.10 ,$0.00 ,1,
2014/8/7,Hoegh LNG Partners LP,HMLP,Citigroup/ BofA Merrill Lynch/ Morgan Stanley,$20.00 ,$21.99 ,$22.25 ,11.25%,$1.99 ,$2.25 ,2,
2014/8/7,iDreamSky Technology ,DSKY,Credit Suisse/ J.P. Morgan,$15.00 ,$17.50 ,$16.10 ,7.33%,$2.50 ,$1.10 ,3,
2014/8/7,T2 Biosystems ,TTOO,Goldman Sachs/ Morgan Stanley,$11.00 ,$15.95 ,$14.32 ,30.18%,$4.95 ,$3.32 ,2,
2014/8/8,Green Bancorp ,GNBC,SANDLER O'NEILL + PARTNERS/ Jefferies,$15.00 ,$16.37 ,$17.05 ,13.67%,$1.37 ,$2.05 ,1,Missed
2014/8/8,Independence Contract Drilling  ,ICD,Morgan Stanley/ Barclays/ Tudor Pickering Holt,$11.00 ,$11.00 ,$11.06 ,0.55%,$0.00 ,$0.06 ,1,
2014/8/8,Ryerson Holding ,RYI,BofA Merrill Lynch/ J.P. Morgan,$11.00 ,$10.35 ,$10.30 ,-6.36%,($0.65),($0.70),2,
2014/8/13,Otonomy ,OTIO,J.P. Morgan/ BofA Merrill Lynch,$16.00 ,$18.13 ,$17.15 ,7.19%,$2.13 ,$1.15 ,1,
2014/8/14,C1 Financial  ,BNK,"Keefe, Bruyette & Woods (A Stifel Company)/ Raymond James",$17.00 ,$17.60 ,$17.00 ,0.00%,$0.60 ,$0.00 ,1,
2014/8/27,Sino Mercury Acquisition ,SMACU,Cantor Fitzgerald & Co.,$10.00 ,$10.00 ,$10.03 ,0.30%,$0.00 ,$0.03 ,1,
2014/9/12,Affimed Therapeutics B.V. ,AFMD,Jefferies/ Leerink Partners/ BMO Capital Markets,$7.00 ,$6.83 ,$5.70 ,-18.57%,($0.17),($1.30),2,Missed
2014/9/12,ReWalk Robotics ,RWLK,Barclays/ Jefferies,$12.00 ,$12.00 ,$25.60 ,113.33%,$0.00 ,$13.60 ,1,
2014/9/17,Civitas Solutions  ,CIVI,Barclays/ Jefferies/ BofA Merrill Lynch/ UBS Investment Bank,$17.00 ,$17.00 ,$16.61 ,-2.29%,$0.00 ,($0.39),1,
2014/9/17,Tokai Pharmaceuticals  ,TKAI,BMO Capital Markets/ Stifel/ William Blair,$15.00 ,$18.63 ,$23.76 ,58.40%,$3.63 ,$8.76 ,2,
2014/9/18,Foamix Ltd.   ,FOMX,Barclays/ Cowen and Company,$6.00 ,$8.00 ,$6.22 ,3.67%,$2.00 ,$0.22 ,1,
2014/9/18,ProQR Therapeutics B.V.  ,PRQR,Leerink Partners/ Deutsche Bank Securities,$13.00 ,$19.90 ,$14.73 ,13.31%,$6.90 ,$1.73 ,2,
2014/9/19,Alibaba Group Holding  ,BABA,Credit Suisse/ Deutsche Bank Securities/ Goldman Sachs/ J.P. Morgan/ Morgan Stanley/ Citi,$68.00 ,$92.70 ,$93.89 ,38.07%,$24.70 ,$25.89 ,4,
2014/9/24,Citizens Financial Group   ,CFG,Morgan Stanley/ Goldman Sachs,$21.50 ,$21.50 ,$23.08 ,7.35%,$0.00 ,$1.58 ,1,
2014/9/24,CyberArk Software ,CYBR,J.P. Morgan/ Deutsche Bank Securities/ Barclays,$16.00 ,$25.00 ,$29.93 ,87.06%,$9.00 ,$13.93 ,3,
2014/9/24,Medley Management  ,MDLY,Goldman Sachs/ Credit Suisse,$18.00 ,$16.99 ,$16.40 ,-8.89%,($1.01),($1.60),1,
2014/9/24,Smart & Final Stores ,SFS,Credit Suisse/ Morgan Stanley/ Deutsche Bank Securities,$12.00 ,$13.10 ,$12.01 ,0.08%,$1.10 ,$0.01 ,3,
2014/9/24,Vitae Pharmaceuticals   ,VTAE,Stifel/ BMO Capital Markets,$8.00 ,$8.00 ,$7.61 ,-4.88%,$0.00 ,($0.39),2,Missed
2014/9/25,CONE Midstream Partners LP  ,CNNX,Wells Fargo Securities/ BofA Merrill Lynch/ Baird,$22.00 ,$28.50 ,$30.40 ,38.18%,$6.50 ,$8.40 ,3,
2014/9/25,Travelport Worldwide LTD ,TVPT,Morgan Stanley/ UBS Securities/ Credit Suisse/ Deutsche Bank Securities,$16.00 ,$17.69 ,$16.40 ,2.50%,$1.69 ,$0.40 ,1,
2014/10/1,DT Asia Investments Ltd  ,CADTU,EarlyBirdCapital,$10.00 ,$10.00 ,$9.99 ,-0.10%,$0.00 ,($0.01),1,
2014/10/1,Vascular Biogenics   ,VBLT,Deutsche Bank Securities/ Wells Fargo Securities,$6.00 ,$6.02 ,$5.85 ,-2.50%,$0.02 ,($0.15),1,
2014/10/1,Vivint Solar  ,VSLR,Goldman Sachs/ BofA Merrill Lynch/ Credit Suisse,$16.00 ,$17.38 ,$16.01 ,0.06%,$1.38 ,$0.01 ,3,
2014/10/2,AAC Holdings  ,AAC,William Blair/ Raymond James,$15.00 ,$20.00 ,$18.50 ,23.33%,$5.00 ,$3.50 ,2,
2014/10/2,AR Capital Acquisition   ,AUMAU,Citigroup,$10.00 ,$9.66 ,$9.74 ,-2.60%,($0.34),($0.26),1,
2014/10/2,Atento S.A.   ,ATTO,Morgan Stanley/ Credit Suisse/ Ita¨² BBA,$15.00 ,$13.75 ,$12.96 ,-13.60%,($1.25),($2.04),1,
2014/10/2,Calithera Biosciences  ,CALA,Citigroup/ Leerink Partners/ Wells Fargo Securities/ JMP Securities,$10.00 ,$10.22 ,$9.41 ,-5.90%,$0.22 ,($0.59),1,
2014/10/2,JP Energy Partners LP ,JPEP,Barclays/ BofA Merrill Lynch,$20.00 ,$20.50 ,$19.11 ,-4.45%,$0.50 ,($0.89),1,
2014/10/2,VWR Corp ,VWR,BofA Merrill Lynch/ Goldman Sach/ J.P. Morgan,$21.00 ,$21.00 ,$21.05 ,0.24%,$0.00 ,$0.05 ,1,
2014/10/2,Wayfair  ,W,Goldman Sachs/ BofA Merrill Lynch/ Citigroup,$29.00 ,$36.00 ,$37.72 ,30.07%,$7.00 ,$8.72 ,3,
2014/10/3,Dermira ,DERM,Citigroup/ Leerink Partners,$16.00 ,$18.00 ,$15.55 ,-2.81%,$2.00 ,($0.45),1,
2014/10/3,FMSA,FMSA,Morgan Stanley/ Wells Fargo Securities/ Barclays,$16.00 ,$16.55 ,$16.01 ,0.06%,$0.55 ,$0.01 ,1,
2014/10/3,Yodlee  ,YDLE,Goldman Sachs/ Credit Suisse/ BofA Merrill Lynch,$12.00 ,$18.81 ,$13.44 ,12.00%,$6.81 ,$1.44 ,3,
2014/10/8,Eagle Point Credit ,ECC,"Deutsche Bank Securities/ Keefe, Bruyette & Woods (A Stifel Company)/ Wunderlich Securities/ JMP Securities/ National Securities/ MUFG/ Sterne Agee/ Compass Point",$20.00 ,$19.20 ,$19.16 ,-4.20%,($0.80),($0.84),1,
2014/10/9,HubSpot ,HUBS,Morgan Stanley/ J.P. Morgan/ UBS Securitie,$25.00 ,$32.95 ,$30.10 ,20.40%,$7.95 ,$5.10 ,3,
2014/10/9,MOL Global   ,MOLG,Citigroup/ Credit Suisse/ Deutsche Bank Securities/ UBS Investment Bank (In alphabetical order),$12.50 ,$10.75 ,$8.14 ,-34.88%,($1.75),($4.36),1,
2014/10/9,OM Asset Management Ltd ,OMAM,BofA Merrill Lynch/ Morgan Stanley/ Citigroup/ Credit Suisse,$14.00 ,$14.00 ,$13.95 ,-0.36%,$0.00 ,($0.05),1,
2014/10/9,USD Partners LP  ,USDP,Citigroup/ Barclays/ Credit Suisse/ BofA Merrill Lynch,$17.00 ,$15.80 ,$16.00 ,-5.88%,($1.20),($1.00),1,
2014/10/9,Veritex Holdings  ,VBTX,Sandler ONeill + Partners/ Stephens,$13.00 ,$14.00 ,$13.95 ,7.31%,$1.00 ,$0.95 ,1,
2014/10/10,Dave & Buster's Entertainment  ,PLAY,Jefferies/ Piper Jaffray,$16.00 ,$17.00 ,$17.28 ,8.00%,$1.00 ,$1.28 ,2,
2014/10/10,Diplomat Pharmacy  ,DPLO,Credit Suisse/ Morgan Stanley/ J.P. Morgan/ Wells Fargo Securities/ William Blair/ Leerink Partners,$13.00 ,$16.00 ,$16.02 ,23.23%,$3.00 ,$3.02 ,2,
2014/10/15,"Dominion Midstream Partners, LP   (DM)",DM,Barclays/ Citigroup/ J.P. Morgan,$21.00 ,$22.50 ,$26.41 ,25.76%,$1.50 ,$5.41 ,2,
2014/10/15,Forward Pharma A/S  ,FWP,Leerink Partners/ Jefferies/ RBC Capital Markets,$21.00 ,$18.99 ,$17.50 ,-16.67%,($2.01),($3.50),2,Missed
2014/10/15,Great Western Bancorp ,GWB,Deutsche Bank Securities/ BofA Merrill Lynch,$18.00 ,$18.00 ,$18.00 ,0.00%,$0.00 ,$0.00 ,1,
2014/10/16,Atara Biotherapeutics ,ATRA,Goldman Sachs/ Citigroup,$11.00 ,$9.89 ,$10.65 ,-3.18%,($1.11),($0.35),1,
2014/10/17,Zayo Group Holdings ,ZAYO,Morgan Stanley/ Barclays/ Goldman Sachs,$19.00 ,$21.50 ,$22.00 ,15.79%,$2.50 ,$3.00 ,1,
2014/10/22,Proteon Therapeutics ,PRTO,Stifel/ JMP Securities,$10.00 ,$11.30 ,$10.03 ,0.30%,$1.30 ,$0.03 ,1,
2014/10/24,Hydra Industries Acquisition  ,HDRAU,UBS Investment Bank,$10.00 ,$9.78 ,$9.93 ,-0.70%,($0.22),($0.07),1,
2014/10/29,"Shell Midstream Partners, L.P.  ",SHLX,Barclays/ Citigroup/ Morgan Stanley/ UBS Investment Bank,$23.00 ,$32.06 ,$33.55 ,45.87%,$9.06 ,$10.55 ,3,
2014/10/29,Sientra ,SIEN,Piper Jaffray/ Stifel,$15.00 ,$16.74 ,$16.75 ,11.67%,$1.74 ,$1.75 ,2,
2014/10/30,Boot Barn Holdings  ,BOOT,J.P. Morgan/ Piper Jaffray/ Jefferies,$16.00 ,$19.00 ,$17.45 ,9.06%,$3.00 ,$1.45 ,2,
2014/10/30,Fifth Street Asset Management  ,FSAM,Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ RBC Capital Markets/ Credit Suisse/ SMBC Nikko,$17.00 ,$16.00 ,$13.37 ,-21.35%,($1.00),($3.63),1,
2014/11/5,Antero Midstream Partners LP  (AM),AM,Barclays/ Citigroup/ Wells Fargo Securities,$25.00 ,$30.50 ,$28.03 ,12.12%,$5.50 ,$3.03 ,3,
2014/11/5,Xenon Pharmaceuticals  ,XENE,Jefferies/ Wells Fargo Securities,$9.00 ,$10.02 ,$10.50 ,16.67%,$1.02 ,$1.50 ,1,
2014/11/6,Coherus BioSciences ,CHRS,J.P. Morgan/ Credit Suisse,$13.50 ,$12.51 ,$12.61 ,-6.59%,($0.99),($0.89),2,Missed
2014/11/6,Nevro ,NVRO,J.P. Morgan/ Morgan Stanley,$18.00 ,$23.40 ,$25.19 ,39.94%,$5.40 ,$7.19 ,3,
2014/11/6,Upland Software ,UPLD,William Blair/ Raymond James,$12.00 ,$11.00 ,$9.75 ,-18.75%,($1.00),($2.25),1,Missed
2014/11/7,Freshpet ,FRPT,Goldman Sachs/ Credit Suisse,$15.00 ,$19.75 ,$19.11 ,27.40%,$4.75 ,$4.11 ,3,
2014/11/7,INC Research Holdings ,INCR,Goldman Sachs/ Credit Suisse/ Baird/ Wells Fargo Securities/ William Blair,$18.50 ,$20.10 ,$20.49 ,10.76%,$1.60 ,$1.99 ,2,
2014/11/7,Triumph Bancorp  ,TBK,Sandler ONeill & Partners/ Evercore Group/ Wells Fargo,$12.00 ,$12.18 ,$12.75 ,6.25%,$0.18 ,$0.75 ,1,
2014/11/10,Joint Corp. (The)   ,JYNT,Roth Capital Partners/ Feltl and Company,$6.50 ,$6.62 ,$6.58 ,1.23%,$0.12 ,$0.08 ,1,
2014/11/12,Axalta Coating Systems Ltd   ,AXTA,Citigroup/ Goldman Sachs/ Deutsche Bank Securities/ J.P. Morgan/ BofA Merrill Lynch/ Barclays/ Credit Suisse/ Morgan Stanley,$19.50 ,$20.94 ,$20.75 ,6.41%,$1.44 ,$1.25 ,2,
2014/11/13,Capnia  ,CAPN/CAPNW,Maxim Group LLC,$6.50 ,$5.80 ,$4.51 ,-30.62%,($0.70),($1.99),1,
2014/11/13,Navios Maritime Midstream Partners LP ,NAP,BofA Merrill Lynch/ Citigroup/ Credit Suisse/ J.P. Morgan,$15.00 ,$13.20 ,$13.80 ,-8.00%,($1.80),($1.20),1,
2014/11/13,PRA Health Sciences  ,PRAH,Jefferies/ Citigroup/ KKR/ UBS Investment Bank/ Credit Suisse/ Wells Fargo Securities,$18.00 ,$18.87 ,$19.62 ,9.00%,$0.87 ,$1.62 ,1,
2014/11/13,Sky Solar Holdings ,SKYS,Roth Capital Partners,$8.00 ,$8.26 ,$9.15 ,14.38%,$0.26 ,$1.15 ,1,
2014/11/14,FibroGen ,FGEN,Goldman Sachs/ Citigroup/ Leerink Partners,$18.00 ,$23.00 ,$22.00 ,22.22%,$5.00 ,$4.00 ,3,
2014/11/14,Landmark Infrastructure Partners LP ,LMRK,Baird/ Raymond James/ RBC Capital Markets,$19.00 ,$18.75 ,$19.09 ,0.47%,($0.25),$0.09 ,1,
2014/11/14,NeuroDerm,NDRM,Jefferies/ Cowen and Company,$10.00 ,$9.45 ,$9.15 ,-8.50%,($0.55),($0.85),1,
2014/11/14,Virgin America   ,VA,Barclays/ Deutsche Bank Securities,$23.00 ,$27.00 ,$30.00 ,30.43%,$4.00 ,$7.00 ,2,
2014/11/17,eHi Car Services Ltd  ,EHIC,J.P. Morgan/ Goldman Sachs (Asia),$12.00 ,$12.00 ,$11.70 ,-2.50%,$0.00 ,($0.30),2,Missed
2014/11/17,STORE Capital ,STOR,Goldman Sachs/ Credit Suisse/ Morgan Stanley,$18.50 ,$19.61 ,$19.50 ,5.41%,$1.11 ,$1.00 ,1,
2014/11/18,Paramount Group  ,PGRE,BofA Merrill Lynch/ Morgan Stanley/ Wells Fargo Securities,$17.50 ,$18.25 ,$18.18 ,3.89%,$0.75 ,$0.68 ,2,
2014/11/20,Cnova N.V.  ,CNV,Morgan Stanley/ J.P. Morgan/ BofA Merrill Lynch/ Credit Suisse/ Deutsche Bank Securities,$7.00 ,$7.63 ,$7.15 ,2.14%,$0.63 ,$0.15 ,1,
2014/11/20,Habit Restaurants ,HABT,Piper Jaffray/ Baird/ Wells Fargo Securities/ Raymond James,$18.00 ,$30.00 ,$39.54 ,119.67%,$12.00 ,$21.54 ,3,
2014/11/20,Neothetics ,NEOT,Piper Jaffray/ Guggenheim Securities/ Needham & Company,$14.00 ,$14.00 ,$12.00 ,-14.29%,$0.00 ,($2.00),2,Missed
2014/11/21,Neff Corporation ,NEFF,Morgan Stanley/ Jefferies/ Piper Jaffray,$15.00 ,$14.75 ,$14.85 ,-1.00%,($0.25),($0.15),1,
2014/11/21,Peak Resorts   ,SKIS,FBR/ Stifel/ Baird,$9.00 ,$9.00 ,$8.51 ,-5.44%,$0.00 ,($0.49),1,
2014/12/3,Histogenics ,HSGX,Cowen and Company/ Needham & Company/ Canaccord Genuity,$11.00 ,$11.35 ,$11.75 ,6.82%,$0.35 ,$0.75 ,2,
2014/12/11,LendingClub  ,LC,Morgan Stanley/ Goldman Sachs/ Credit Suisse/ Citigroup,$15.00 ,$24.98 ,$23.43 ,56.20%,$9.98 ,$8.43 ,3,
2014/12/11,Momo ,MOMO,Morgan Stanley/ Credit Suisse/ J.P. Morgan/ China Renaissance,$13.50 ,$14.25 ,$17.02 ,26.07%,$0.75 ,$3.52 ,1,Missed
2014/12/12,Avolon Holdings Limited ,AVOL,J.P. Morgan/ Morgan Stanley/ Citigroup/ UBS Investment Bank/ Wells Fargo Securities,$20.00 ,$19.25 ,$18.50 ,-7.50%,($0.75),($1.50),1,
2014/12/12,CB Pharma Acquisition ,CNLMU,EarlyBirdCapital,$10.00 ,$10.01 ,$10.00 ,0.00%,$0.01 ,$0.00 ,1,
2014/12/12,Connecture   ,CNXR,Morgan Stanley/ J. P. Morgan Securities,$8.00 ,$9.25 ,$8.80 ,10.00%,$1.25 ,$0.80 ,2,
2014/12/12,Hortonworks  ,HDP,Goldman Sachs/ Credit Suisse/ RBC Capital Markets,$16.00 ,$24.00 ,$26.38 ,64.88%,$8.00 ,$10.38 ,2,
2014/12/12,James River Group Holdings  ,JRVR,Keefe Bruyette & Woods (A Stifel Company )/ UBS Investment Bank/ FBR/ BMO Capital Markets,$21.00 ,$21.32 ,$21.25 ,1.19%,$0.32 ,$0.25 ,1,
2014/12/12,Metaldyne Performance Group (MPG),MPG,BofA Merrill Lynch/ Goldman Sachs/ Deutsche Bank SecuritieS/ Barclays/ Credit Suisse/ RBC Capital Markets,$15.00 ,$15.25 ,$15.11 ,0.73%,$0.25 ,$0.11 ,1,
2014/12/12,New Relic   ,NEWR,Morgan Stanley/ J.P. Morgan,$23.00 ,$30.16 ,$33.99 ,47.78%,$7.16 ,$10.99 ,3,
2014/12/12,Workiva ,WK,Morgan Stanley/ Credit Suisse,$14.00 ,$14.00 ,$13.75 ,-1.79%,$0.00 ,($0.25),2,Missed
2014/12/17,On Deck Capital  ,ONDK,Morgan Stanley/ BofA Merrill Lynch/ J.P. Morgan/ Deutsche Bank Securities/ Jefferies,$20.00 ,$26.50 ,$27.98 ,39.90%,$6.50 ,$7.98 ,3,
2014/12/17,Rice Midstream Partners LP ,RMP,Barclays,$16.50 ,$15.79 ,$16.30 ,-1.21%,($0.71),($0.20),1,
2014/12/18,Bellicum Pharmaceuticals  ,BLCM,Jefferies/ Citigroup/ Piper Jaffray,$19.00 ,$24.41 ,$23.88 ,25.68%,$5.41 ,$4.88 ,3,
2014/12/19,Juno Therapeutics  ,JUNO,Morgan Stanley/ J.P. Morgan/ Goldman Sachs,$24.00 ,$39.00 ,$35.00 ,45.83%,$15.00 ,$11.00 ,4,
2013/1/15,"USA Compression Partners, LP ",USAC,"Barclays Capital/ Goldman, Sachs/ J.P. Morgan/ Wells Fargo Securities",$18.00 ,$17.50 ,$11.66 ,-35.22%,($0.50),($6.34),1,
2013/1/17,"CVR Refining, LP ",CVRR,Credit Suisse/ Citigroup,$25.00 ,$25.25 ,$25.05 ,0.20%,$0.25 ,$0.05 ,2,Missed
