日期,pv
2012/7/30," 131,373 "
2012/7/29," 130,386 "
2012/7/28," 144,173 "
2012/7/27," 149,549 "
2012/7/26," 148,445 "
2012/7/25," 146,408 "
2012/7/24," 144,927 "
2012/7/23," 128,308 "
2012/7/22," 125,814 "
2012/7/21," 133,510 "
2012/7/20," 142,381 "
2012/7/19," 142,783 "
2012/7/18," 143,216 "
2012/7/17," 141,637 "
2012/7/16," 126,186 "
2012/7/15," 122,656 "
2012/7/14," 135,723 "
2012/7/13," 139,955 "
2012/7/12," 140,824 "
2012/7/11," 140,362 "
2012/7/10," 139,420 "
2012/7/9," 124,207 "
2012/7/8," 119,931 "
2012/7/7," 132,322 "
2012/7/6," 136,135 "
2012/7/5," 136,584 "
2012/7/4," 136,825 "
2012/7/3," 136,060 "
2012/7/2," 121,440 "
2012/7/1," 118,780 "
2012/6/30," 131,200 "
2012/6/29," 134,307 "
2012/6/28," 135,055 "
2012/6/27," 136,053 "
2012/6/26," 134,049 "
2012/6/25," 119,338 "
2012/6/24," 111,912 "
2012/6/23," 115,181 "
2012/6/22," 128,990 "
2012/6/21," 132,517 "
2012/6/20," 133,460 "
2012/6/19," 133,571 "
2012/6/18," 121,274 "
2012/6/17," 116,876 "
2012/6/16," 128,996 "
2012/6/15," 133,030 "
2012/6/14," 134,264 "
2012/6/13," 134,440 "
2012/6/12," 132,100 "
2012/6/11," 119,559 "
2012/6/10," 115,833 "
2012/6/9," 127,515 "
2012/6/8," 131,348 "
2012/6/7," 132,434 "
2012/6/6," 132,043 "
2012/6/5," 131,002 "
2012/6/4," 119,031 "
2012/6/3," 114,481 "
2012/6/2," 125,397 "
2012/6/1," 129,839 "
2012/5/31," 130,390 "
2012/5/30," 130,308 "
2012/5/29," 129,350 "
2012/5/28," 117,132 "
2012/5/27," 114,136 "
2012/5/26," 125,790 "
2012/5/25," 129,083 "
2012/5/24," 128,884 "
2012/5/23," 129,076 "
2012/5/22," 127,882 "
2012/5/21," 115,823 "
2012/5/20," 113,320 "
2012/5/19," 123,011 "
2012/5/18," 126,476 "
2012/5/17," 126,437 "
2012/5/16," 127,227 "
2012/5/15," 127,045 "
2012/5/14," 116,004 "
2012/5/13," 112,675 "
2012/5/12," 122,635 "
2012/5/11," 125,130 "
2012/5/10," 124,675 "
2012/5/9," 124,405 "
2012/5/8," 124,287 "
2012/5/7," 112,407 "
2012/5/6," 109,857 "
2012/5/5," 120,015 "
2012/5/4," 122,015 "
2012/5/3," 121,333 "
2012/5/2," 108,745 "
2012/5/1," 102,894 "
2012/4/30," 102,235 "
2012/4/29," 112,730 "
2012/4/28," 118,388 "
2012/4/27," 120,507 "
2012/4/26," 122,041 "
2012/4/25," 122,974 "
2012/4/24," 121,674 "
2012/4/23," 110,705 "
2012/4/22," 108,123 "
2012/4/21," 118,526 "
2012/4/20," 120,090 "
2012/4/19," 120,736 "
2012/4/18," 120,368 "
2012/4/17," 119,258 "
2012/4/16," 108,047 "
2012/4/15," 105,112 "
2012/4/14," 114,989 "
2012/4/13," 117,637 "
2012/4/12," 117,447 "
2012/4/11," 116,349 "
2012/4/10," 116,557 "
2012/4/9," 105,432 "
2012/4/8," 103,119 "
2012/4/7," 111,342 "
2012/4/6," 113,135 "
2012/4/5," 103,677 "
2012/4/4," 98,477 "
2012/4/3," 98,652 "
2012/4/2," 106,971 "
2012/4/1," 107,502 "
2012/3/31," 111,487 "
2012/3/30," 112,539 "
2012/3/29," 112,191 "
2012/3/28," 112,143 "
2012/3/27," 111,020 "
2012/3/26," 101,827 "
2012/3/25," 99,116 "
2012/3/24," 109,202 "
2012/3/23," 111,673 "
2012/3/22," 111,240 "
2012/3/21," 111,390 "
2012/3/20," 111,336 "
2012/3/19," 102,429 "
2012/3/18," 100,503 "
2012/3/17," 107,507 "
2012/3/16," 110,182 "
2012/3/15," 109,179 "
2012/3/14," 108,934 "
2012/3/13," 107,867 "
2012/3/12," 99,876 "
2012/3/11," 98,180 "
2012/3/10," 106,329 "
2012/3/9," 108,299 "
2012/3/8," 107,793 "
2012/3/7," 107,005 "
2012/3/6," 106,772 "
2012/3/5," 98,651 "
2012/3/4," 96,919 "
2012/3/3," 104,290 "
2012/3/2," 105,438 "
2012/3/1," 105,134 "
2012/2/29," 105,097 "
2012/2/28," 103,902 "
2012/2/27," 95,482 "
2012/2/26," 93,947 "
2012/2/25," 100,643 "
2012/2/24," 102,168 "
2012/2/23," 102,772 "
2012/2/22," 101,776 "
2012/2/21," 100,776 "
2012/2/20," 92,133 "
2012/2/19," 90,982 "
2012/2/18," 98,624 "
2012/2/17," 99,552 "
2012/2/16," 98,059 "
2012/2/15," 95,717 "
2012/2/14," 96,564 "
2012/2/13," 89,302 "
2012/2/12," 87,076 "
2012/2/11," 93,644 "
2012/2/10," 94,640 "
2012/2/9," 94,214 "
2012/2/8," 93,472 "
2012/2/7," 91,759 "
2012/2/6," 84,153 "
2012/2/5," 82,675 "
2012/2/4," 88,734 "
2012/2/3," 90,235 "
2012/2/2," 88,625 "
2012/2/1," 86,301 "
2012/1/31," 83,094 "
2012/1/30," 77,958 "
2012/1/29," 71,566 "
2012/1/28," 69,150 "
2012/1/27," 67,321 "
2012/1/26," 65,347 "
2012/1/25," 64,725 "
2012/1/24," 64,773 "
2012/1/23," 63,176 "
2012/1/22," 70,460 "
2012/1/21," 73,055 "
2012/1/20," 76,071 "
2012/1/19," 78,038 "
2012/1/18," 78,249 "
2012/1/17," 79,248 "
2012/1/16," 74,513 "
2012/1/15," 74,104 "
2012/1/14," 78,237 "
2012/1/13," 79,576 "
2012/1/12," 79,645 "
2012/1/11," 79,179 "
2012/1/10," 78,334 "
2012/1/9," 72,680 "
2012/1/8," 71,846 "
2012/1/7," 75,640 "
2012/1/6," 76,938 "
2012/1/5," 77,000 "
2012/1/4," 71,386 "
2012/1/3," 67,040 "
2012/1/2," 64,813 "
2012/1/1," 67,997 "
2011/12/31," 72,313 "
2011/12/30," 73,644 "
2011/12/29," 72,365 "
2011/12/28," 71,432 "
2011/12/27," 70,525 "
2011/12/26," 64,229 "
2011/12/25," 61,046 "
2011/12/24," 68,510 "
2011/12/23," 70,602 "
2011/12/22," 71,212 "
2011/12/21,
2011/12/20," 71,185 "
2011/12/19," 65,880 "
2011/12/18," 65,422 "
2011/12/17,
2011/12/16," 71,943 "
2011/12/15," 72,206 "
2011/12/14," 72,318 "
2011/12/13," 72,096 "
2011/12/12," 66,397 "
2011/12/11," 64,977 "
2011/12/10," 69,668 "
2011/12/9,
2011/12/8," 71,806 "
2011/12/7," 71,475 "
2011/12/6," 70,512 "
2011/12/5," 64,953 "
2011/12/4," 63,123 "
2011/12/3," 67,947 "
2011/12/2," 69,297 "
2011/12/1," 69,899 "
2011/11/30," 69,418 "
2011/11/29," 68,307 "
2011/11/28," 62,392 "
2011/11/27," 59,871 "
2011/11/26," 62,386 "
2011/11/25," 65,068 "
2011/11/24," 65,829 "
2011/11/23," 66,503 "
2011/11/22," 65,523 "
2011/11/21," 60,066 "
2011/11/20," 59,243 "
2011/11/19," 63,807 "
2011/11/18," 64,712 "
2011/11/17," 64,533 "
2011/11/16," 64,260 "
2011/11/15," 63,481 "
2011/11/14," 58,591 "
2011/11/13," 56,418 "
2011/11/12," 59,936 "
2011/11/11," 61,951 "
2011/11/10," 62,014 "
2011/11/9," 62,007 "
2011/11/8," 61,503 "
2011/11/7," 56,555 "
2011/11/6," 55,218 "
2011/11/5," 59,047 "
2011/11/4," 59,420 "
2011/11/3," 59,296 "
2011/11/2," 58,850 "
2011/11/1," 57,645 "
2011/10/31," 53,330 "
2011/10/30,
2011/10/29,
2011/10/28," 56,785 "
2011/10/27," 56,739 "
2011/10/26," 56,441 "
2011/10/25," 55,942 "
2011/10/24," 52,027 "
2011/10/23," 50,418 "
2011/10/22,
2011/10/21," 54,491 "
2011/10/20," 54,377 "
2011/10/19," 54,019 "
2011/10/18," 52,911 "
2011/10/17," 49,421 "
2011/10/16," 48,157 "
2011/10/15," 51,854 "
2011/10/14," 53,812 "
2011/10/13," 52,230 "
2011/10/12," 50,242 "
2011/10/11," 49,728 "
2011/10/10," 48,722 "
2011/10/9," 47,587 "
2011/10/8," 45,271 "
2011/10/7," 43,987 "
2011/10/6," 42,319 "
2011/10/5," 40,239 "
2011/10/4," 38,867 "
2011/10/3," 38,113 "
2011/10/2," 38,200 "
2011/10/1," 42,574 "
2011/9/30," 43,692 "
2011/9/29," 44,291 "
2011/9/28," 43,900 "
2011/9/27,
2011/9/26,
2011/9/25," 38,948 "
2011/9/24," 41,369 "
2011/9/23," 41,618 "
2011/9/22," 41,817 "
2011/9/21," 41,244 "
2011/9/20," 40,510 "
2011/9/19,
2011/9/18," 36,786 "
2011/9/17," 38,608 "
2011/9/16," 39,051 "
2011/9/15," 38,562 "
2011/9/14," 38,065 "
2011/9/13," 34,242 "
2011/9/12," 32,755 "
2011/9/11," 32,724 "
2011/9/10," 34,934 "
2011/9/9," 35,495 "
2011/9/8," 35,220 "
2011/9/7," 34,534 "
2011/9/6," 34,110 "
2011/9/5," 31,573 "
2011/9/4," 30,759 "
2011/9/3," 32,114 "
2011/9/2," 32,508 "
2011/9/1," 32,192 "
2011/8/31," 31,893 "
2011/8/30," 31,395 "
2011/8/29," 28,578 "
2011/8/28," 27,675 "
2011/8/27," 29,234 "
2011/8/26," 29,539 "
2011/8/25," 29,039 "
2011/8/24," 28,496 "
2011/8/23," 27,792 "
2011/8/22," 25,312 "
2011/8/21," 23,755 "
2011/8/20," 25,075 "
2011/8/19," 25,200 "
2011/8/18," 25,040 "
2011/8/17," 24,367 "
2011/8/16," 23,782 "
2011/8/15," 21,736 "
2011/8/14," 20,457 "
2011/8/13," 21,601 "
2011/8/12," 21,796 "
2011/8/11," 21,484 "
2011/8/10," 21,251 "
2011/8/9," 20,607 "
2011/8/8," 18,707 "
2011/8/7," 17,552 "
2011/8/6," 18,476 "
2011/8/5," 18,483 "
2011/8/4," 17,988 "
2011/8/3," 17,473 "
2011/8/2," 16,921 "
2011/8/1," 15,245 "
2011/7/31," 14,593 "
2011/7/30," 15,152 "
2011/7/29," 14,789 "
2011/7/28," 14,407 "
2011/7/27," 13,855 "
2011/7/26," 13,315 "
2011/7/25," 12,034 "
2011/7/24," 11,228 "
2011/7/23," 11,569 "
2011/7/22," 10,905 "
2011/7/21," 9,549 "
2011/7/20," 8,620 "
2011/7/19," 8,115 "
2011/7/18," 7,049 "
2011/7/17," 6,465 "
2011/7/16," 5,967 "
2011/7/15," 3,644 "
2011/7/14," 2,576 "
2011/7/13, 723 
2011/7/12, 492 
2011/7/11, 422 
2011/7/10, 492 
2011/7/9, 484 
2011/7/8, 576 
2011/7/7, 578 
2011/7/6, 644 
2011/7/5, 626 
2011/7/4, 745 
2011/7/3, 930 
2011/7/2," 1,549 "
2011/7/1, 874 
2011/6/30, 349 
2011/6/29, 404 
2011/6/28, 390 
2011/6/27, 437 
2011/6/26, 450 
2011/6/25, 487 
2011/6/24, 433 
2011/6/23, 455 
2011/6/22, 518 
2011/6/21, 530 
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
